Automatic,Gain,Control=Checked,IR,PA,(mA)=10,Red,PA,(mA)=10,IR,LED,Range,(mA)=51,Red,LED,Range,(mA)=51,ALC,+,FDM=Checked,Sample,Rate,(Hz)=100,Pulse,Width,(usec)=400,ADC,Range,(nA)=32768,FIFO,Rolls,on,Full=Checked,FIFO,Almost,Full=17,Sample,Averaging=1,IA,Gain=5,ECG,Gain=8,Sample,Rate=200,Adaptive,Filter=Checked,Notch,Freq=50/60,Cutoff,Freq=40
2/12/2020,54:25.8,193,555,34.68756616,4,0.250000477,-4523,-1.384829525,-5687,-1.741217225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:25.8,194,526,32.8750627,21,1.312502503,-5008,-1.5333244,-5609,-1.717335575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:25.9,195,528,33.00006294,0,0,-5436,-1.6643673,-5488,-1.6802884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:25.9,196,555,34.68756616,18,1.125002146,-5042,-1.54373435,-5262,-1.61109285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:25.9,197,494,30.87505889,0,0,-5099,-1.561186325,-4859,-1.487704325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:25.9,198,554,34.62506604,3,0.187500358,-5546,-1.69804655,-4387,-1.343189725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:25.9,199,521,32.56256211,18,1.125002146,-5461,-1.672021675,-3898,-1.19347015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:25.9,200,528,33.00006294,0,0,-5145,-1.575270375,-3421,-1.047424675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:25.9,201,556,34.75006628,18,1.125002146,-5467,-1.673858725,-3242,-0.99261935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:25.9,202,496,31.00005913,0,0,-5695,-1.743666625,-3370,-1.03180975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:25.9,203,556,34.75006628,5,0.312500596,-5020,-1.5369985,-3512,-1.0752866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:25.9,204,521,32.56256211,19,1.187502265,-5407,-1.655488225,-3741,-1.145400675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:25.9,205,527,32.93756282,0,0,-5575,-1.706925625,-4219,-1.291752325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:25.9,206,555,34.68756616,18,1.125002146,-4981,-1.525057675,-4794,-1.46780295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:25.9,207,494,30.87505889,0,0,-5111,-1.564860425,-5245,-1.605887875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:25.9,208,556,34.75006628,5,0.312500596,-5529,-1.692841575,-5475,-1.676308125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:25.9,209,516,32.25006151,19,1.187502265,-4900,-1.5002575,-5423,-1.660387025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:25.9,210,528,33.00006294,0,0,-4536,-1.3888098,-5190,-1.58904825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:25.9,211,555,34.68756616,19,1.187502265,-4986,-1.52658855,-5039,-1.542815825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:25.9,212,497,31.06255925,0,0,-5371,-1.644465925,-5004,-1.5320997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.0,213,554,34.62506604,6,0.375000715,-4695,-1.437491625,-4946,-1.51434155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.0,214,518,32.37506175,19,1.187502265,-4815,-1.474232625,-4923,-1.507299525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.0,215,530,33.12506318,0,0,-5147,-1.575882725,-5048,-1.5455714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.0,216,554,34.62506604,18,1.125002146,-4669,-1.429531075,-5243,-1.605275525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.0,217,499,31.18755949,0,0,-4564,-1.3973827,-5410,-1.65640675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.0,218,558,34.87506652,7,0.437500834,-4674,-1.43106195,-5564,-1.7035577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.0,219,514,32.12506127,18,1.125002146,-4479,-1.371357825,-5609,-1.717335575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.0,220,531,33.1875633,0,0,-3782,-1.15795385,-5461,-1.672021675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.0,221,556,34.75006628,18,1.125002146,-3978,-1.21796415,-5305,-1.624258375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.0,222,500,31.2500596,0,0,-4018,-1.23021115,-5244,-1.6055817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.0,223,558,34.87506652,8,0.500000954,-3650,-1.11753875,-5213,-1.596090275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.0,224,513,32.06256115,18,1.125002146,-3509,-1.074368075,-5272,-1.6141546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.0,225,532,33.25006342,0,0,-3388,-1.0373209,-5382,-1.64783385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.0,226,556,34.75006628,20,1.250002384,-2993,-0.916381775,-5339,-1.634668325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.0,227,501,31.31255972,0,0,-3131,-0.958633925,-5148,-1.5761889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.0,228,559,34.93756664,7,0.437500834,-3274,-1.00241695,-5015,-1.535467625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.0,229,509,31.81256068,16,1.000001907,-3156,-0.9662883,-4968,-1.5210774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.0,230,534,33.37506366,0,0,-2750,-0.84198125,-4888,-1.4965834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.0,231,558,34.87506652,19,1.187502265,-3013,-0.922505275,-4854,-1.48617345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.0,232,503,31.43755996,0,0,-3103,-0.950061025,-4909,-1.503013075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.0,233,560,35.00006676,9,0.562501073,-2524,-0.7727857,-4921,-1.506687175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.0,234,509,31.81256068,18,1.125002146,-2984,-0.9136262,-4876,-1.4929093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.1,235,534,33.37506366,0,0,-3635,-1.112946125,-4825,-1.477294375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.1,236,556,34.75006628,19,1.187502265,-3288,-1.0067034,-4706,-1.44085955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.1,237,506,31.62506032,0,0,-2940,-0.9001545,-4489,-1.374419575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.1,238,558,34.87506652,9,0.562501073,-3406,-1.04283205,-4290,-1.31349075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.1,239,507,31.68756044,17,1.062502027,-3461,-1.059671675,-4141,-1.267870675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.1,240,535,33.43756378,0,0,-3364,-1.0299727,-3962,-1.21306535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.1,241,558,34.87506652,20,1.250002384,-3530,-1.08079775,-3774,-1.15550445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.1,242,507,31.68756044,0,0,-3678,-1.12611165,-3602,-1.10284235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.1,243,561,35.06256688,9,0.562501073,-3059,-0.936589325,-3439,-1.052935825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.1,244,509,31.81256068,16,1.000001907,-3120,-0.955266,-3332,-1.0201751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.1,245,537,33.56256402,0,0,-3500,-1.0716125,-3279,-1.003947825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.1,246,559,34.93756664,19,1.187502265,-3224,-0.9871082,-3189,-0.976392075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.1,247,508,31.75006056,0,0,-3126,-0.95710305,-3053,-0.934752275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.1,248,563,35.18756711,10,0.625001192,-3295,-1.008846625,-2983,-0.913320025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.1,249,508,31.75006056,15,0.937501788,-3252,-0.9956811,-2960,-0.906278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.1,250,539,33.68756425,0,0,-2865,-0.877191375,-2899,-0.887601325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.1,251,559,34.93756664,19,1.187502265,-3238,-0.99139465,-2918,-0.89341865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.1,252,509,31.81256068,0,0,-3047,-0.932915225,-3050,-0.93383375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.1,253,563,35.18756711,11,0.687501311,-2446,-0.74890405,-3121,-0.955572175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.2,254,507,31.68756044,16,1.000001907,-2989,-0.915157075,-3126,-0.95710305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.2,255,540,33.75006437,0,0,-3316,-1.0152763,-3197,-0.978841475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.2,256,559,34.93756664,19,1.187502265,-2620,-0.8021785,-3301,-1.010683675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.2,257,511,31.93756092,0,0,-2695,-0.825141625,-3360,-1.028748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.2,258,563,35.18756711,12,0.750001431,-2978,-0.91178915,-3406,-1.04283205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.2,259,504,31.50006008,14,0.875001669,-2594,-0.79421795,-3438,-1.05262965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.2,260,542,33.87506461,0,0,-2435,-0.745536125,-3405,-1.042525875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.2,261,560,35.00006676,19,1.187502265,-3066,-0.93873255,-3391,-1.038239425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.2,262,513,32.06256115,0,0,-3129,-0.958021575,-3427,-1.049261725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.2,263,564,35.25006723,12,0.750001431,-2597,-0.795136475,-3392,-1.0385456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.2,264,505,31.5625602,14,0.875001669,-2707,-0.828815725,-3285,-1.005784875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.2,265,542,33.87506461,0,0,-3022,-0.92526085,-3209,-0.982515575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.2,266,559,34.93756664,19,1.187502265,-2756,-0.8438183,-3160,-0.967513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.2,267,514,32.12506127,0,0,-2815,-0.861882625,-3137,-0.960470975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.2,268,563,35.18756711,14,0.875001669,-3182,-0.97424885,-3183,-0.974555025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.2,269,503,31.43755996,13,0.81250155,-3570,-1.09304475,-3181,-0.973942675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.2,270,544,34.00006485,0,0,-3674,-1.12488695,-3058,-0.93628315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.2,271,560,35.00006676,19,1.187502265,-3691,-1.130091925,-2975,-0.910870625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.2,272,515,32.18756139,0,0,-3754,-1.14938095,-2949,-0.902910075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.2,273,564,35.25006723,14,0.875001669,-3134,-0.95955245,-2864,-0.8768852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.2,274,504,31.50006008,13,0.81250155,-3536,-1.0826348,-2809,-0.860045575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.3,275,547,34.18756521,0,0,-3848,-1.1781614,-2839,-0.869230825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.3,276,561,35.06256688,20,1.250002384,-3274,-1.00241695,-2828,-0.8658629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.3,277,518,32.37506175,0,0,-3096,-0.9479178,-2777,-0.850247975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.3,278,565,35.31256735,16,1.000001907,-3478,-1.06487665,-2797,-0.856371475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.3,279,500,31.2500596,11,0.687501311,-3502,-1.07222485,-2824,-0.8646382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.3,280,547,34.18756521,0,0,-3217,-0.984964975,-2782,-0.85177885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.3,281,562,35.125067,19,1.187502265,-3251,-0.995374925,-2774,-0.84932945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.3,282,520,32.50006199,0,0,-3000,-0.918525,-2822,-0.86402585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.3,283,564,35.25006723,15,0.937501788,-2915,-0.892500125,-2819,-0.863107325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.3,284,503,31.43755996,11,0.687501311,-3216,-0.9846588,-2832,-0.8670876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.3,285,549,34.31256545,0,0,-3370,-1.03180975,-2897,-0.886988975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.3,286,562,35.125067,19,1.187502265,-3011,-0.921892925,-3043,-0.931690525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.3,287,521,32.56256211,0,0,-2810,-0.86035175,-3212,-0.9834341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.3,288,566,35.37506747,15,0.937501788,-3008,-0.9209744,-3384,-1.0360962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.3,289,498,31.12505937,9,0.562501073,-3270,-1.00119225,-3517,-1.076817475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.3,290,552,34.5000658,0,0,-3013,-0.922505275,-3563,-1.090901525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.3,291,561,35.06256688,20,1.250002384,-3251,-0.995374925,-3622,-1.10896585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.3,292,523,32.68756235,0,0,-3589,-1.098862075,-3684,-1.1279487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.3,293,566,35.37506747,17,1.062502027,-3139,-0.961083325,-3609,-1.104985575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.3,294,500,31.2500596,9,0.562501073,-3565,-1.091513875,-3470,-1.06242725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.3,295,551,34.43756568,0,0,-3540,-1.0838595,-3413,-1.044975275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.4,296,560,35.00006676,21,1.312502503,-2906,-0.88974455,-3396,-1.0397703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.4,297,523,32.68756235,0,0,-3290,-1.00731575,-3346,-1.02446155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.4,298,567,35.43756759,16,1.000001907,-4138,-1.26695215,-3282,-1.00486635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.4,299,499,31.18755949,7,0.437500834,-4268,-1.3067549,-3207,-0.981903225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.4,300,553,34.56256592,0,0,-3889,-1.190714575,-3159,-0.967206825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.4,301,564,35.25006723,20,1.250002384,-4337,-1.327880975,-3185,-0.975167375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.4,302,525,32.81256258,0,0,-4614,-1.41269145,-3220,-0.9858835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.4,303,567,35.43756759,17,1.062502027,-4168,-1.2761374,-3163,-0.968431525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.4,304,500,31.2500596,5,0.312500596,-4050,-1.24000875,-3055,-0.935364625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.4,305,555,34.68756616,0,0,-4201,-1.286241175,-3013,-0.922505275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.4,306,561,35.06256688,21,1.312502503,-3645,-1.116007875,-3042,-0.93138435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.4,307,527,32.93756282,0,0,-2887,-0.883927225,-3065,-0.938426375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.4,308,569,35.56256783,18,1.125002146,-2256,-0.6907308,-3119,-0.954959825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.4,309,496,31.00005913,4,0.250000477,-1693,-0.518354275,-3196,-0.9785353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.4,310,556,34.75006628,0,0,-1594,-0.48804295,-3251,-0.995374925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.4,311,563,35.18756711,20,1.250002384,-3794,-1.16162795,-3335,-1.021093625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.5,312,528,33.00006294,0,0,-5229,-1.600989075,-3396,-1.0397703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.5,313,568,35.50006771,18,1.125002146,-4465,-1.367071375,-3350,-1.02568625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.5,314,497,31.06255925,3,0.187500358,-4692,-1.4365731,-3351,-1.025992425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.5,315,558,34.87506652,0,0,-4972,-1.5223021,-3505,-1.073143375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.5,316,562,35.125067,21,1.312502503,-4382,-1.34165885,-3670,-1.12366225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.5,317,529,33.06256306,0,0,-4599,-1.408098825,-3769,-1.153973575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.5,318,569,35.56256783,18,1.125002146,-5006,-1.53271205,-3931,-1.203573925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.5,319,497,31.06255925,0,0,-5094,-1.55965545,-4156,-1.2724633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.5,320,559,34.93756664,0,0,-4292,-1.3141031,-4291,-1.313796925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.5,321,565,35.31256735,21,1.312502503,-4742,-1.45188185,-4334,-1.32696245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.5,322,531,33.1875633,0,0,-4638,-1.42003965,-4324,-1.3239007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.5,323,570,35.62506795,17,1.062502027,-4175,-1.278280625,-4179,-1.279505325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.5,324,499,31.18755949,0,0,-4770,-1.46045475,-3858,-1.18122315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.5,325,559,34.93756664,0,0,-5067,-1.551388725,-3419,-1.046812325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.5,326,564,35.25006723,20,1.250002384,-4547,-1.392177725,-2899,-0.887601325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.5,327,532,33.25006342,0,0,-4493,-1.375644275,-2493,-0.763294275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.5,328,570,35.62506795,18,1.125002146,-4688,-1.4353484,-2525,-0.773091875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.5,329,498,31.12505937,0,0,-4667,-1.428918725,-2865,-0.877191375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.5,330,562,35.125067,0,0,-3971,-1.215820925,-3190,-0.97669825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.5,331,566,35.37506747,24,1.500002861,-3881,-1.188265175,-3628,-1.1108029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.6,332,533,33.31256354,0,0,-4679,-1.432592825,-4238,-1.29756965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.6,333,570,35.62506795,19,1.187502265,-4302,-1.31716485,-4772,-1.4610671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.6,334,499,31.18755949,0,0,-4225,-1.293589375,-5102,-1.56210485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.6,335,565,35.31256735,0,0,-4384,-1.3422712,-5224,-1.5994582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.6,336,564,35.25006723,22,1.375002623,-4226,-1.29389555,-5099,-1.561186325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.6,337,536,33.5000639,0,0,-4264,-1.3055302,-4817,-1.474844975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.6,338,571,35.68756807,21,1.312502503,-4279,-1.310122825,-4642,-1.42126435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.6,339,501,31.31255972,0,0,-3935,-1.204798625,-4582,-1.40289385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.6,340,563,35.18756711,0,0,-3286,-1.00609105,-4523,-1.384829525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.6,341,566,35.37506747,23,1.437502742,-3629,-1.111109075,-4540,-1.3900345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.6,342,537,33.56256402,0,0,-4101,-1.255623675,-4609,-1.411160575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.6,343,573,35.81256831,21,1.312502503,-3219,-0.985577325,-4637,-1.419733475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:26.6,344,504,31.50006008,0,0,-3368,-1.0311974,-4683,-1.433817525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
