Automatic,Gain,Control=Checked,IR,PA,(mA)=10,Red,PA,(mA)=10,IR,LED,Range,(mA)=51,Red,LED,Range,(mA)=51,ALC,+,FDM=Checked,Sample,Rate,(Hz)=100,Pulse,Width,(usec)=400,ADC,Range,(nA)=32768,FIFO,Rolls,on,Full=Checked,FIFO,Almost,Full=17,Sample,Averaging=1,IA,Gain=5,ECG,Gain=8,Sample,Rate=200,Adaptive,Filter=Checked,Notch,Freq=50/60,Cutoff,Freq=40
2/12/2020,54:37.6,2534,1329,83.06265843,18,1.125002146,865,0.264841375,75,0.022963125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.6,2535,1280,80.00015259,0,0,691,0.211566925,94,0.02878045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.6,2536,1328,83.00015831,8,0.500000954,1087,0.332812225,97,0.029698975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.6,2537,1279,79.93765247,14,0.875001669,1157,0.354244475,88,0.0269434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.6,2538,1305,81.56265557,0,0,1184,0.3625112,75,0.022963125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.6,2539,1320,82.50015736,19,1.187502265,1303,0.398946025,72,0.0220446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.6,2540,1273,79.56265175,0,0,1159,0.354856825,91,0.027861925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.6,2541,1325,82.81265795,8,0.500000954,1163,0.356081525,127,0.038884225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.6,2542,1270,79.3751514,13,0.81250155,1155,0.353632125,174,0.05327445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.6,2543,1304,81.50015545,0,0,1212,0.3710841,219,0.067052325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.6,2544,1319,82.43765724,17,1.062502027,987,0.302194725,246,0.07531905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.6,2545,1271,79.43765152,0,0,934,0.28596745,251,0.076849925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.6,2546,1319,82.43765724,7,0.437500834,980,0.3000515,246,0.07531905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.6,2547,1264,79.00015068,13,0.81250155,498,0.15247515,248,0.0759314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.6,2548,1295,80.93765438,0,0,379,0.116040325,271,0.082973425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.6,2549,1307,81.68765581,17,1.062502027,467,0.142983725,317,0.097057475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2550,1262,78.87515044,0,0,171,0.052355925,372,0.1138971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2551,1311,81.93765628,11,0.687501311,118,0.03612865,421,0.128899675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2552,1252,78.25014925,12,0.750001431,66,0.02020755,462,0.14145285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2553,1292,80.75015402,0,0,36,0.0110223,502,0.15369985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2554,1307,81.68765581,18,1.125002146,-102,-0.03122985,549,0.168090075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2555,1264,79.00015068,0,0,-241,-0.073788175,609,0.186460575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2556,1314,82.12515664,9,0.562501073,-160,-0.048988,710,0.21738425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2557,1258,78.62514997,11,0.687501311,-147,-0.045007725,784,0.2400412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2558,1299,81.18765485,0,0,-187,-0.057254725,846,0.25902405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2559,1316,82.25015688,18,1.125002146,-386,-0.11818355,922,0.28229335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2560,1279,79.93765247,0,0,-311,-0.095220425,988,0.3025009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2561,1329,83.06265843,12,0.750001431,-313,-0.095832775,1037,0.317503475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2562,1273,79.56265175,11,0.687501311,-469,-0.143596075,1073,0.328525775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2563,1316,82.25015688,0,0,-57,-0.017451975,1099,0.336486325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2564,1330,83.12515855,18,1.125002146,-303,-0.092771025,1106,0.33862955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2565,1292,80.75015402,0,0,-24,-0.0073482,1088,0.3331184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2566,1337,83.56265938,10,0.625001192,-140,-0.0428645,1049,0.321177575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2567,1277,79.81265223,12,0.750001431,-84,-0.0257187,990,0.30311325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2568,1318,82.37515712,0,0,85,0.026024875,745,0.228100375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2569,1328,83.00015831,17,1.062502027,62,0.01898285,543,0.166253025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2570,1287,80.43765342,0,0,-92,-0.0281681,406,0.12430705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2571,1330,83.12515855,11,0.687501311,-124,-0.0379657,302,0.09246485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2572,1267,79.18765104,10,0.625001192,-121,-0.037047175,211,0.064602925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2573,1311,81.93765628,0,0,144,0.0440892,140,0.0428645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.7,2574,1321,82.56265748,16,1.000001907,-101,-0.030923675,97,0.029698975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.8,2575,1279,79.93765247,0,0,-443,-0.135635525,69,0.021126075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.8,2576,1321,82.56265748,11,0.687501311,-389,-0.119102075,56,0.0171458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.8,2577,1258,78.62514997,12,0.750001431,-198,-0.06062265,5,0.001530875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.8,2578,1304,81.50015545,0,0,-147,-0.045007725,-59,-0.018064325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.8,2579,1312,82.0001564,17,1.062502027,-245,-0.075012875,-112,-0.0342916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.8,2580,1276,79.75015211,0,0,-89,-0.027249575,-157,-0.048069475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.8,2581,1321,82.56265748,14,0.875001669,-179,-0.054805325,-196,-0.0600103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.8,2582,1257,78.56264985,10,0.625001192,-261,-0.079911675,-229,-0.070114075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.8,2583,1307,81.68765581,0,0,-27,-0.008266725,-249,-0.076237575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.8,2584,1318,82.37515712,18,1.125002146,20,0.0061235,-252,-0.0771561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.8,2585,1283,80.18765295,0,0,83,0.025412525,-239,-0.073175825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.8,2586,1327,82.93765819,14,0.875001669,119,0.036434825,-214,-0.06552145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.8,2587,1267,79.18765104,9,0.562501073,-113,-0.034597775,-186,-0.05694855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.8,2588,1320,82.50015736,0,0,-317,-0.097057475,-165,-0.050518875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.8,2589,1326,82.87515807,17,1.062502027,-294,-0.09001545,-148,-0.0453139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.8,2590,1294,80.87515426,0,0,5,0.001530875,-129,-0.039496575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.8,2591,1336,83.50015926,13,0.81250155,178,0.05449915,-109,-0.033373075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.8,2592,1268,79.25015116,8,0.500000954,462,0.14145285,-92,-0.0281681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.9,2593,1324,82.75015783,0,0,-18,-0.00551115,-80,-0.024494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.9,2594,1331,83.18765867,18,1.125002146,218,0.06674615,-74,-0.02265695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.9,2595,1298,81.12515473,0,0,230,0.07042025,-79,-0.024187825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.9,2596,1340,83.75015974,14,0.875001669,110,0.03367925,-99,-0.030311325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.9,2597,1273,79.56265175,6,0.375000715,114,0.03490395,-127,-0.038884225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.9,2598,1330,83.12515855,0,0,381,0.116652675,-153,-0.046844775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.9,2599,1334,83.37515903,19,1.187502265,636,0.1947273,-171,-0.052355925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.9,2600,1302,81.37515521,0,0,198,0.06062265,-179,-0.054805325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.9,2601,1341,83.81265986,15,0.937501788,10,0.00306175,-182,-0.05572385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.9,2602,1273,79.56265175,3,0.187500358,123,0.037659525,-178,-0.05449915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.9,2603,1328,83.00015831,0,0,221,0.067664675,-166,-0.05082505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.9,2604,1335,83.43765914,18,1.125002146,289,0.088484575,-150,-0.04592625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.9,2605,1302,81.37515521,0,0,362,0.11083535,-137,-0.041945975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.9,2606,1338,83.6251595,13,0.81250155,107,0.032760725,-125,-0.038271875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.9,2607,1268,79.25015116,6,0.375000715,24,0.0073482,-110,-0.03367925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.9,2608,1326,82.87515807,0,0,69,0.021126075,-90,-0.02755575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.9,2609,1326,82.87515807,19,1.187502265,390,0.11940825,-67,-0.020513725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:37.9,2610,1296,81.0001545,0,0,75,0.022963125,-46,-0.01408405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2611,1334,83.37515903,16,1.000001907,-28,-0.0085729,-25,-0.007654375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2612,1265,79.0626508,2,0.125000238,319,0.097669825,-1,-0.000306175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2613,1324,82.75015783,0,0,129,0.039496575,23,0.007042025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2614,1328,83.00015831,19,1.187502265,-82,-0.02510635,45,0.013777875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2615,1299,81.18765485,0,0,-99,-0.030311325,71,0.021738425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2616,1337,83.56265938,16,1.000001907,89,0.027249575,103,0.031536025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2617,1267,79.18765104,0,0,-154,-0.04715095,135,0.041333625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2618,1332,83.25015879,0,0,-87,-0.026637225,163,0.049906525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2619,1336,83.50015926,20,1.250002384,578,0.17696915,187,0.057254725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2620,1310,81.87515616,0,0,1347,0.412417725,210,0.06429675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2621,1351,84.43766105,16,1.000001907,1991,0.609594425,232,0.0710326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2622,1281,80.06265271,0,0,2306,0.70603955,245,0.075012875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2623,1347,84.18766058,0,0,2973,0.910258275,245,0.075012875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2624,1347,84.18766058,21,1.312502503,2085,0.638374875,236,0.0722573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2625,1319,82.43765724,0,0,217,0.066439975,228,0.0698079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2626,1356,84.75016165,16,1.000001907,-195,-0.059704125,223,0.068277025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2627,1287,80.43765342,0,0,-109,-0.033373075,212,0.0649091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2628,1351,84.43766105,0,0,-113,-0.034597775,197,0.060316475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2629,1353,84.56266129,19,1.187502265,-75,-0.022963125,186,0.05694855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2630,1327,82.93765819,0,0,-151,-0.046232425,176,0.0538868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2631,1366,85.37516284,18,1.125002146,-292,-0.0894031,164,0.0502127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2632,1296,81.0001545,0,0,-186,-0.05694855,150,0.04592625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2633,1360,85.00016212,0,0,-107,-0.032760725,135,0.041333625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.0,2634,1361,85.06266224,19,1.187502265,-101,-0.030923675,118,0.03612865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.1,2635,1332,83.25015879,0,0,51,0.015614925,99,0.030311325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.1,2636,1364,85.2501626,17,1.062502027,-89,-0.027249575,89,0.027249575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.1,2637,1291,80.6876539,0,0,86,0.02633105,103,0.031536025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.1,2638,1352,84.50016117,0,0,73,0.022350775,158,0.04837565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.1,2639,1347,84.18766058,21,1.312502503,304,0.0930772,779,0.238510325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.1,2640,1320,82.50015736,0,0,36,0.0110223,1464,0.4482402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.1,2641,1354,84.62516141,17,1.062502027,-182,-0.05572385,1834,0.56152495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.1,2642,1280,80.00015259,0,0,202,0.06184735,1786,0.54682855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.1,2643,1348,84.25016069,0,0,357,0.109304475,1543,0.472428025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.1,2644,1350,84.37516093,21,1.312502503,-90,-0.02755575,1237,0.378738475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.1,2645,1325,82.81265795,0,0,-155,-0.047457125,832,0.2547376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.1,2646,1360,85.00016212,19,1.187502265,52,0.0159211,357,0.109304475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.1,2647,1292,80.75015402,0,0,409,0.125225575,-124,-0.0379657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.1,2648,1357,84.81266177,0,0,-34,-0.01040995,-465,-0.142371375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.1,2649,1354,84.62516141,20,1.250002384,181,0.055417675,-519,-0.158904825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.1,2650,1336,83.50015926,0,0,323,0.098894525,-357,-0.109304475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.1,2651,1373,85.81266367,18,1.125002146,199,0.060928825,-137,-0.041945975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2652,1306,81.62515569,0,0,265,0.081136375,24,0.0073482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2653,1375,85.93766391,0,0,424,0.1298182,87,0.026637225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2654,1374,85.87516379,21,1.312502503,570,0.17451975,84,0.0257187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2655,1357,84.81266177,0,0,503,0.154006025,22,0.00673585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2656,1392,87.00016594,18,1.125002146,419,0.128287325,-101,-0.030923675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2657,1328,83.00015831,0,0,486,0.14880105,-150,-0.04592625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2658,1398,87.37516665,0,0,675,0.206668125,-139,-0.042558325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2659,1393,87.06266606,21,1.312502503,907,0.277700725,-90,-0.02755575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2660,1378,86.12516427,0,0,753,0.230549775,-23,-0.007042025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2661,1414,88.37516856,19,1.187502265,788,0.2412659,32,0.0097976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2662,1350,84.37516093,0,0,597,0.182786475,68,0.0208199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2663,1419,88.68766916,0,0,911,0.278925425,86,0.02633105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2664,1418,88.62516904,20,1.250002384,903,0.276476025,92,0.0281681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2665,1400,87.50016689,0,0,1121,0.343222175,83,0.025412525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2666,1433,89.56267083,19,1.187502265,1488,0.4555884,67,0.020513725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2667,1366,85.37516284,0,0,1268,0.3882299,60,0.0183705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2668,1433,89.56267083,0,0,1112,0.3404666,74,0.02265695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2669,1424,89.00016975,20,1.250002384,1301,0.398333675,110,0.03367925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2670,1409,88.06266797,0,0,1259,0.385474325,152,0.0465386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2671,1440,90.00017166,18,1.125002146,1113,0.340772775,185,0.056642375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2672,1371,85.68766344,0,0,996,0.3049503,205,0.062765875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2673,1437,89.8126713,0,0,1074,0.32883195,221,0.067664675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2674,1430,89.37517047,19,1.187502265,976,0.2988268,239,0.073175825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2675,1412,88.25016832,0,0,417,0.127674975,273,0.083585775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2676,1445,90.31267226,18,1.125002146,413,0.126450275,332,0.1016501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2677,1378,86.12516427,0,0,143,0.043783025,403,0.123388525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2678,1445,90.31267226,0,0,-121,-0.037047175,470,0.14390225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.2,2679,1432,89.50017071,20,1.250002384,357,0.109304475,522,0.15982335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.3,2680,1417,88.56266892,0,0,425,0.130124375,565,0.172988875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.3,2681,1447,90.4376725,20,1.250002384,157,0.048069475,604,0.1849297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.3,2682,1381,86.31266463,0,0,-80,-0.024494,648,0.1984014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.3,2683,1445,90.31267226,0,0,-284,-0.0869537,704,0.2155472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.3,2684,1435,89.68767107,20,1.250002384,64,0.0195952,769,0.235448575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.3,2685,1421,88.8126694,0,0,114,0.03490395,836,0.2559623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.3,2686,1450,90.62517285,19,1.187502265,-88,-0.0269434,901,0.275863675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.3,2687,1388,86.75016546,0,0,82,0.02510635,961,0.294234175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.3,2688,1456,91.00017357,0,0,-99,-0.030311325,1015,0.310767625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.3,2689,1440,90.00017166,20,1.250002384,-11,-0.003367925,1062,0.32515785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:38.3,2690,1432,89.50017071,0,0,49,0.015002575,1102,0.33740485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
